record_id,vedecky_nazev,cesky_nazev,status_v_CR,cast_rostliny,domena,poddomena,status_znalosti,aplikovatelnost_v_CR,typicke_lokality_v_CR,obdobi_ziskani,fenologicka_faze,zpusob_pripravy_nebo_vyuziti,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_CR,dukaznost_typ,dukaznost_skore,zdroj_id_1,zdroj_id_2,poznamka,record_numeric_id,is_trvanlive_1m_plus,is_jadro_bezne_1m_plus,domena_slug,status_znalosti_slug,aplikovatelnost_slug,dukaznost_rank,ma_druhy_zdroj,obdobi_mesic_od,obdobi_mesic_do,cast_rostliny_skupina,cast_rostliny_je_kombinovana,poddomena_kategorie,poddomena_kategorie_confidence,status_contains_puvodni,status_contains_zdomacnely,status_contains_pestovany,status_contains_zplanujici,status_contains_invazni,status_cetnost
R231,Geum urbanum,kuklík městský,"původní, velmi běžný",kořen,vůně,usušený kořen do prádla a skříní,téměř zapomenuté,střední,"lesní lemy, stinné parky, cesty, křoviny",III–V a IX–XI,čerstvě vykopaný aromatický kořen,Kořen usušit a vložit do malých sáčků do skříní nebo prádla.,Trvanlivý aromatický a repelenční detail z téměř zapomenuté domácí praxe.,neaplikovatelné,"hřebíčkový, kořenitý",neaplikovatelné,Vůně časem slábne; při vlhku může kořen zatuchnout.,Citlivé osoby mohou hůře tolerovat silné aroma v malém prostoru.,Sbírat šetrně a jen malé množství.,tradiční domácí praxe,C,S75,S74,"Přesně ten typ jednorázovějšího, ale hodnotného detailu, který se v moderních přehledech ztrácí.",231,True,False,vune,temer_zapomenute,stredni,3,True,3,11,podzemni_cast,False,suseni_skladovani,medium,True,False,False,False,False,velmi_bezny
R232,Picea abies,smrk ztepilý,"původní/pěstovaný, velmi běžný",pryskyřice,vůně,smrková pryskyřice jako kadidlo / vykuřovadlo,méně známé,střední,"smrčiny, výsadby, podhorské lesy, zahrady",celoročně,ztvrdlá přirozeně vyteklá pryskyřice,Sbírat jen již ztvrdlé kusy přirozeně vyteklé pryskyřice a pálit po malém množství na uhlíku.,Velmi trvanlivá lesní aromatická surovina.,neaplikovatelné,"silně lesní, pryskyřičný, balzamický",neaplikovatelné,Nesbírat čerstvým poraněním stromu; kouř může dráždit.,Nevhodné pro citlivé dýchací cesty.,"Preferovat samovolně vytuhlou pryskyřici nebo surovinu z řezu, nepoškozovat stromy.",chemicko-etnobotanický zdroj,C,S14,S76,Silná vůně a velmi dlouhá skladovatelnost z ní dělají cenný aromatický záznam.,232,True,True,vune,mene_zname,stredni,3,True,1,12,drevnata_cast,False,vune_a_vykurovani,medium,True,False,True,False,False,velmi_bezny
R233,Rubus fruticosus agg.,ostružiník křovitý,"původní/zdomácnělý, velmi běžný",list,pití,sušený list do zimních čajových směsí,méně známé,vysoká,"křoviny, paseky, náspy, lesní okraje, meze",V–VIII,zdravé listy před přestárnutím,List usušit a používat samostatně nebo ve směsích jako jemný listový čaj.,"Z běžných křovin dělá i dlouhodobou nápojovou zásobu, ne jen zdroj plodů.","jemný, lehce svíravý",slabě listový,neaplikovatelné,Sbírat jen zdravé listy mimo znečištěná místa.,V běžném užití bez zásadních problémů.,Běžný sběr čistých listů.,botanický zdroj / tradiční čajová praxe,B,S48,,Právě listová vrstva křovin bývá v českých přehledech málo akcentovaná.,233,True,True,piti,mene_zname,vysoka,4,False,5,8,listova_nadzemni_cast,False,caj_nalev,medium,True,True,False,False,False,velmi_bezny
R234,Fragaria vesca,jahodník obecný,"původní, běžný",list,pití,sušený jahodníkový list na čaj,méně známé,vysoká,"lesní lemy, světliny, paseky, zahrady, stráně",V–VIII,zdravé listy před úplným přestárnutím,List usušit a použít do jemných listových čajů nebo směsí.,"Nenápadná, ale velmi praktická trvanlivá nápojová forma z běžné lesní rostliny.","jemně travnatý, lehce svíravý",slabý,neaplikovatelné,Sbírat jen zdravé neplesnivé listy.,V běžném užití bez zásadních problémů.,Běžný šetrný sběr listů.,botanický zdroj / tradiční listová praxe,B,S56,,Dobře doplňuje plodové využití jahodníku o skladovatelnou „listovou“ rovinu.,234,True,True,piti,mene_zname,vysoka,4,False,5,8,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R235,Sambucus nigra,bez černý,"původní, velmi běžný",plod,pití,sušené bezinky do zimních směsí,méně známé,vysoká,"křoviny, remízky, ploty, okraje cest, ruderály",VIII–IX,plně zralé černé plody,"Plody usušit a používat po tepelné úpravě do směsí, odvarů nebo kompotů.",Trvanlivé uchování podzimní bezové sklizně mimo sirupy a džemy.,"ovocný, lehce zemní",slabě ovocný,neaplikovatelné,Syrové plody nejsou vhodné; nutná tepelná úprava nebo rozumné zpracování.,Neužívat syrové ve větším množství.,Běžný sběr z čistých keřů.,česká etnobotanika + botanický zdroj,B,S01,S59,Praktická a stále trochu opomíjená forma dlouhodobého využití bezu.,235,True,True,piti,mene_zname,vysoka,4,True,8,9,plodova_cast,False,suseni_skladovani,medium,True,False,False,False,False,velmi_bezny
R236,Plantago lanceolata,jitrocel kopinatý,"původní, velmi běžný",list,fytoterapie,sušený list do zásoby,mainstream,vysoká,"louky, meze, trávníky, okraje cest",V–VIII,zdravé listy před přestárnutím,List usušit a uchovat pro pozdější nálevy nebo směsi.,Jedna z nejpraktičtějších a nejsnáze dostupných sušených domácích drog.,"jemný, lehce travnatý",slabý bylinný,neaplikovatelné,Vlhké sušení snižuje kvalitu; listy snadno tmavnou.,Při závažnějších symptomech nestačí domácí léčba.,Běžný sběr z čistých ploch.,EMA monografie,A,S18,,"Přidáno jako explicitně skladovatelná forma, ne jen obecná léčivka.",236,True,True,fytoterapie,mainstream,vysoka,5,False,5,8,listova_nadzemni_cast,False,suseni_skladovani,medium,True,False,False,False,False,velmi_bezny
R237,Rosa canina,růže šípková,"původní, velmi běžná",šípkové slupky / dužnina,potrava,sušený šípkový prášek,méně známé,vysoká,"meze, křoviny, remízky, okraje cest, lesní lemy",IX–XI,plně vybarvené šípky,"Šípky usušit, odstranit dráždivé chloupky a umlít na prášek nebo použít jako dosušované slupky.",Kompaktní dlouhodobá forma z extrémně běžných podzimních plodů.,"kyselkavý, ovocný",ovocný,neaplikovatelné,Nutné pečlivé odstranění chloupků; vlhko prášek rychle poškozuje.,U citlivých osob mohou vadit kyseliny nebo zbytky chloupků.,Běžný sběr čistých plodů.,česká etnobotanika + botanický zdroj,B,S01,S52,Dobře zapadá do praktičtější „wild pantry“ logiky workbooku.,237,True,True,potrava,mene_zname,vysoka,4,True,9,11,ostatni,False,suseni_skladovani,medium,True,False,False,False,False,velmi_bezny
R238,Fagus sylvatica,buk lesní,"původní, běžný",mladé listy,potrava,mladé bukové listy do salátu,méně známé,vysoká,"bučiny, lesní okraje, parky, aleje",IV–V,zcela mladé světle zelené a ještě jemné listy,Sbírat jen nejmladší listy a používat je čerstvé po menším množství do míchaných salátů nebo na chléb.,Jemná jarní salátová zeleň s mírně nakyslou chutí.,"jemná, lehce nakyslá, zelená",svěže listový,neaplikovatelné,Sbírat jen opravdu mladé listy; starší rychle tuhnou a ztrácejí kulinární kvalitu.,,Běžný nechráněný druh; netrhat ve velkém z mladých semenáčků a v chráněných územích respektovat místní režim.,kurátorovaný botanický zdroj,D,S79,,Dubnové rozšíření repertoáru o jemnou lesní listovou zeleninu.,238,False,False,potrava,mene_zname,vysoka,2,False,4,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,bezny
R239,Crataegus monogyna Jacq. / C. laevigata (Poir.) DC.,hloh obecný / jednosemenný,"původní, běžný",mladé listy a výhonky,potrava,mladé listy a výhonky do salátu,méně známé,vysoká,"meze, křoviny, remízky, lesní lemy",IV–V,rašící špičky a mladé listy před ztuhnutím,Mladé špičky a listy jíst čerstvé po menším množství jako jemně oříškovou salátovou příměs.,Jarní čerstvá zeleň s jemně oříškovým tónem.,"jemná, lehce oříšková",slabě zelený,neaplikovatelné,Netrhat nadměrně celé větve a sbírat jen bezpečně určený hloh.,U skutečných kardiálních obtíží nejde o náhradu odborné péče.,Běžný nechráněný druh; sbírat střídmě a neničit keře.,kurátorovaný botanický zdroj,D,S80,,"Rozšíření dubna o jedlou jarní část hlohu, ne jen plody a EMA drogu.",239,False,False,potrava,mene_zname,vysoka,2,False,4,5,kombinovana_cast,True,cerstva_potrava,medium,True,False,False,False,False,bezny
R240,Crataegus monogyna Jacq. / C. laevigata (Poir.) DC.,hloh obecný / jednosemenný,"původní, běžný",mladé listy,pití,sušené listy na nálev / čajovou náhražku,méně známé,vysoká,"meze, křoviny, remízky, lesní lemy",IV–V + sušení,mladé listy v době jarního růstu,"Mladé listy natrhat na jaře, usušit v tenké vrstvě a později používat do jednoduchého nálevu nebo čajových směsí.",Jemná bylinná čajová složka z jarních listů hlohu.,"jemná, lehce svíravá",slabě zelený,neaplikovatelné,Netrhat nadměrně celé větve; u skutečných srdečních obtíží nejde o samoléčbu.,"Při bolesti na hrudi, dušnosti nebo otocích vždy lékař.",Běžný nechráněný druh; sbírat jednotlivé listy a neničit keře.,kurátorovaný botanický zdroj,D,S80,,Doplňuje dubnové použití hlohu i o trvanlivou formu.,240,True,False,piti,mene_zname,vysoka,2,False,4,5,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R241,Cardamine pratensis,řeřišnice luční,"původní, běžná","mladé listy, výhonky a květy",potrava,listy a květy do jarního salátu,méně známé,vysoká,"vlhké louky, příkopy, nivy, podmáčené okraje cest",IV–V,mladé listy a čerstvě rozvinuté květy,"Listy, mladé výhonky a květy používat po menším množství do salátů, pomazánek nebo na chléb jako jemně řeřišnicovou složku.",Pepřnatá jarní zeleň pro svěží saláty.,"jemně peprná, řeřišnicová",svěže brukvovitý,neaplikovatelné,Sbírat jen bezpečně určený druh a mimo znečištěná vlhká stanoviště.,U citlivých osob opatrnost při vyšším množství brukvovitých.,Běžný sběr v malém množství mimo chráněné lokality a bez poškozování celých trsů.,kurátorovaný botanický zdroj,D,S81,,Nový dubnový druh se silnou sezónností vlhkých luk.,241,False,False,potrava,mene_zname,vysoka,2,False,4,5,kombinovana_cast,True,cerstva_potrava,medium,True,False,False,False,False,bezny
R242,Allium schoenoprasum,pažitka pobřežní,"původní, lokálně vzácnější i pěstovaná",listy a květy,potrava,čerstvá nať / sušení / mražení,mainstream,vysoká,"zahrady, záhony, bylinkové výsadby; ve volné přírodě jen lokálně",IV–VI,čerstvá jemná nať a mladé květy,"Část použít čerstvě jako jarní nať, část nasekat a zamrazit nebo usušit pro pozdější dochucování polévek, pomazánek a tvarohu.",Spolehlivá cibulová nať pro jarní kuchyni i zásobu.,"jemně cibulová, svěží",čistě allium,neaplikovatelné,Ve volné přírodě nepřetěžovat drobné populace; sbírat jen bezpečně určenou pažitku.,Opatrnost u citlivosti na česnekovité.,"Pro praktické použití preferovat pěstovanou pažitku ze zahrady nebo trhu; ve volné přírodě sbírat jen tam, kde je druh běžný a sběr je legální.",kurátorovaný botanický zdroj,D,S82,,Dubnové rozšíření se silným přesahem do dlouhodobého kuchyňského zpracování.,242,True,False,potrava,mainstream,vysoka,2,False,4,6,kombinovana_cast,True,suseni_skladovani,medium,True,False,True,False,False,vzacnejsi
R243,Tilia cordata / Tilia platyphyllos,lípa srdčitá / lípa velkolistá,"původní, běžný",mladé listy,potrava,mladé listy do salátu / na chléb,méně známé,vysoká,"listnaté lesy, lesní lemy, parky, aleje, staré výsadby",IV–V,"právě rozvinuté měkké listy, ještě před zhrubnutím",Sbírat jen nejmladší měkké listy a používat je čerstvé do míchaných salátů nebo jako jemnou vrstvu do sendvičů a na chléb.,Jemná stromová listová zelenina pro dubnovou kuchyni.,"jemná, lehce nasládlá, mírně slizovitá",slabě zelený,neaplikovatelné,Starší listy rychle tuhnou a ztrácejí kvalitu; nesbírat z prašných uličních stromů.,,Běžný nechráněný druh; sbírat střídmě a nepoškozovat mladé výhony ani uliční stromořadí.,kurátorovaný botanický zdroj,D,S83,,"Rozšiřuje duben o velmi použitelnou, ale málo zmiňovanou stromovou zeleninu.",243,False,False,potrava,mene_zname,vysoka,2,False,4,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,bezny
R244,Tilia cordata / Tilia platyphyllos,lípa srdčitá / lípa velkolistá,"původní, běžný",míza,pití,jarní míza / odpaření na sirup,téměř zapomenuté,nízká až střední,"listnaté lesy, parky, aleje, staré výsadby",III–IV + odpaření,krátké období jarního toku mízy před plným olistěním,"Pouze velmi šetrně a jen tam, kde je odběr legální: malé množství mízy lze pít čerstvé nebo pomalu odpařit na sladší koncentrát či sirup.",Experimentální jarní stromový nápoj a malá zásoba lipového sirupu.,"jemně sladká, vodnatá",slabě dřevitý,neaplikovatelné,Nenavrtávat veřejné ani cizí stromy; odběr může strom poškodit a výtěžnost bývá nízká.,,Pouze na vlastních stromech nebo se souhlasem správce; v krajině nepoškozovat kmeny ani silnější větve.,kurátorovaný botanický zdroj,D,S83,,Zařazeno jako dubnová niche znalost s explicitním důrazem na šetrnost odběru.,244,True,False,piti,temer_zapomenute,nizka_az_stredni,2,False,3,4,miza,False,sirup_koncentrat,medium,True,False,False,False,False,bezny
R245,Pulmonaria officinalis,plicník lékařský,"původní, lokálně běžná",mladé listy,potrava,mladé listy syrové / krátce tepelně upravené,téměř zapomenuté,střední,"vlhčí listnaté lesy, křoviny, stinné lemy, místy i zahrady",III–IV,nejmladší měkké listy před plným zhrubnutím,Listy po menším množství přidávat do míchaných salátů nebo krátce podusit a použít do polévek či zelených směsí.,Jemná stinnolesní jarní zelenina pro rozšíření repertoáru.,"spíše jemná, nevýrazná, lehce slizovitá",slabě zelený,neaplikovatelné,Starší listy bývají chlupaté a méně příjemné; sbírat jen bezpečně určený plicník na čistém stanovišti.,,"Sbírat jen jednotlivé listy tam, kde je druh běžný, a ne z chemicky ošetřovaných okrasných výsadeb.",kurátorovaný botanický zdroj,D,S84,,Vědomě přidaný tajnější dubnový druh mimo běžné foragerské seznamy.,245,False,False,potrava,temer_zapomenute,stredni,2,False,3,4,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R246,Cardamine hirsuta,řeřišničník chlupatý,"původní, velmi běžná","mladé listy, lodyžky a květy",potrava,peprná příměs do salátu / na chléb,méně známé,vysoká,"zahrady, záhony, spáry, květináče, zídky, narušená půda",III–V,růžice a mladé kvetoucí lodyžky,"Používat po menším množství jako ostrou řeřišnicovou složku do salátů, pomazánek, sendvičů a případně krátce povařit s jinou zelení.",Snadno dostupná peprná jarní bylinka i z městských a zahradních mikrostanovišť.,"peprná, řeřišnicová, lehce hořká",svěže brukvovitý,neaplikovatelné,"Sbírat jen z čistých míst mimo psí zóny, výkaly a chemicky ošetřené záhony.",U citlivých osob opatrnost při vyšším množství brukvovitých.,Velmi běžný nechráněný druh; pro praktické použití vhodný hlavně ze zahrad a čistých ruderálních míst.,kurátorovaný botanický zdroj,D,S85,,Přidává velmi časnou a snadno dostupnou dubnovou řeřišnicovou chuť.,246,False,False,potrava,mene_zname,vysoka,2,False,3,5,kombinovana_cast,True,cerstva_potrava,medium,True,False,False,False,False,velmi_bezny
R247,Veronica beccabunga,rozrazil potoční,"původní, lokálně běžná",mladé listy a vrcholky,potrava,listy syrové / krátce povařené ve směsi,téměř zapomenuté,nízká až střední,"čisté prameniště, mělčí potoky, mokré příkopy, vývěry, okraje tůní",IV–V,čerstvé vrcholky na začátku jarního růstu,Používat jen z opravdu čisté tekoucí vody; po menším množství syrové do salátů spolu s výraznější zelení nebo krátce povařit s jinými jarními listy.,Velmi neobvyklá mokřadní jarní zelenina pro specializovanější repertoár.,"štiplavá, zelená, méně lahodná",vlhce zelený,neaplikovatelné,"Největší riziko je kontaminace vody; nesbírat z odvodňovacích struh, kanalizačních přítoků ani stojatých znečištěných vod.",,Sbírat jen malé množství a jen z čistých lokalit bez poškozování mokřadního stanoviště.,kurátorovaný botanický zdroj,D,S86,,Zařazeno schválně jako niche mokřadní jedlá rostlina s vysokým důrazem na hygienu stanoviště.,247,False,False,potrava,temer_zapomenute,nizka_az_stredni,2,False,4,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R248,Anthriscus sylvestris,kerblík lesní,"původní, velmi běžný",mladé listy,potrava,listy syrové / vařené jako jarní bylina,téměř zapomenuté,střední,"okraje cest, příkopy, křoviny, lesní lemy, polostinná ruderální místa",IV–V,mladé listy před plným vykvetením,Jen při naprosto jistém určení používat malé množství listů syrových jako příchuť nebo je krátce povařit s jinou jarní zelení.,Kuriózní kerblíkově laděná jarní bylina pro pokročilejší sběrače.,"zelená, lehce kerblíková, ne úplně vděčná",jemně miříkovitý,neaplikovatelné,Vysoké riziko záměny s prudce jedovatými miříkovitými; bez odborné jistoty nesbírat vůbec.,,"Běžný nechráněný druh, ale prakticky jen pro sběrače s velmi dobrou znalostí čeledi Apiaceae.",kurátorovaný botanický zdroj,D,S87,,Přidané záměrně jako pokročilejší a rizikovější dubnová položka se silným varováním.,248,False,False,potrava,temer_zapomenute,stredni,2,False,4,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,velmi_bezny
R249,Ulmus glabra,jilm horský,"původní, lokálně běžný",mladé listy,potrava,mladé listy syrové / krátce vařené,téměř zapomenuté,střední,"listnaté a suťové lesy, horské a podhorské lokality, parky, staré výsadby",IV–V,rašící měkké listy krátce po otevření pupenů,Mladé listy používat v malém množství syrové do směsí nebo krátce tepelně upravit spolu s další jarní zeleninou.,Velmi málo známé stromové rozšíření dubnové listové kuchyně.,"jemná, lehce zelená",slabě listový,neaplikovatelné,Sběr má smysl jen v krátkém okně mladých listů a mimo silně znečištěná stanoviště.,,Sbírat střídmě jednotlivé listy a nepoškozovat mladé stromky ani výsadby.,kurátorovaný botanický zdroj,D,S88,,"Rozšíření o další stromovou jedlost, tentokrát z výrazně okrajové znalostní vrstvy.",249,False,False,potrava,temer_zapomenute,stredni,2,False,4,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R250,Bunias orientalis,rukevník východní,"zdomácnělý, lokálně běžný",mladé listy a lodyhy,potrava,mladé listy a lodyhy syrové / vařené,téměř zapomenuté,střední,"ruderální plochy, okraje cest, úhory, suché meze, náspy",III–V,časné listy a měkké mladé lodyhy před kvetením,Mladé listy a lodyhy používat syrové do směsi nebo je krátce povařit jako brukvovitou zeleninu; syrové mohou některým lidem vadit.,"Neobvyklá jarní brukvovitá zelenina z nepůvodního, ale prakticky dostupného druhu.","mírně zelné, lehce pikantní",brukvovitý,neaplikovatelné,Sbírat před kvetením a vyhnout se prašným či chemicky zatíženým ruderálním lokalitám; syrové listy mohou být hůř stravitelné.,Při citlivém trávení začínat malým množstvím.,Nepůvodní zdomácnělý druh; při sběru neroznášet semena ani části rostlin do nových míst.,kurátorovaný botanický zdroj,D,S89,,Záměrně přidáno jako málo známá dubnová brukvovitá alternativa mimo mainstreamové seznamy.,250,False,False,potrava,temer_zapomenute,stredni,2,False,3,5,listova_nadzemni_cast,False,ostatni_specialni,low,False,True,False,False,False,lokalne_bezny
R251,Lapsana communis,kapustka obecná,"původní, velmi běžná",mladé listy a vrcholky,potrava,mladé listy syrové / vařené,téměř zapomenuté,vysoká,"zahrady, okraje cest, rumiště, zdi, křoviny, městské kouty",III–V,nejmladší měkké listy a vrcholky před plným vytažením,Používat syrové po menším množství do směsí nebo krátce tepelně upravit jako jemnou zeleninu.,Nenápadná jarní listová zelenina z běžných městských a ruderálních mikrostanovišť.,"jemná, lehce nahořklá, salátová",slabě zelený,neaplikovatelné,"Sbírat jen z čistých míst mimo psí zóny, okraje silnic a chemicky ošetřené plochy.",,Velmi běžný nechráněný druh; vhodný hlavně ze zahradních a jinak čistých stanovišť.,kurátorovaný botanický zdroj,D,S90,,Ultra-niche dubnová položka zaměřená na nenápadné městské a lemové jedlosti.,251,False,False,potrava,temer_zapomenute,vysoka,2,False,3,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,velmi_bezny
R252,Barbarea vulgaris,barborka obecná,"původní, běžná",mladé listy a květní výhony,potrava,peprné listy a výhony syrové / vařené,téměř zapomenuté,střední,"vlhčí příkopy, okraje cest, louky, náspy, ruderální místa",III–V,růžice a mladé výhony ještě před plným kvetením,Používat po menším množství syrové do směsí nebo krátce povařit; nejmladší části bývají chuťově nejlepší.,Časná peprná brukvovitá složka do jarní kuchyně mimo mainstreamový repertoár.,"peprná, řeřišnicová, lehce hořká",brukvovitý,neaplikovatelné,Při větším množství může být chuť i stravitelnost problematičtější; sbírat jen z čistých lokalit.,U citlivých osob opatrnost při vyšším množství brukvovitých.,Běžný nechráněný druh; sbírat střídmě a nevytrhávat celé růžice.,kurátorovaný botanický zdroj,D,S91,,Ultra-niche dubnový brukvovitý list s ostřejší chutí než řeřišničník.,252,False,False,potrava,temer_zapomenute,stredni,2,False,3,5,kombinovana_cast,True,ostatni_specialni,low,True,False,False,False,False,bezny
R253,Hesperis matronalis,večernice vonná,"pěstovaná i zplaňující, lokálně běžná",mladé listy a květy,potrava,listy a květy do salátu / jako ozdoba,téměř zapomenuté,střední,"zahrady, staré výsadby, křoviny, zplaňující okraje cest a zdí",IV–V,mladé listy a první rozvíjející se květy,"Mladé listy po menším množství do směsí, květy jako jedlá ozdoba nebo jemná brukvovitá složka.",Velmi okrajová jarní brukvovitá rostlina na pomezí zahrad a zplaňujících míst.,"jemně peprná, lehce květinová",slabě květinový,neaplikovatelné,Preferovat sběr z vlastních nebo známých neošetřených výsadeb; okrasné rostliny mohou být chemicky ošetřené.,,Prakticky nejbezpečnější je sběr z vlastních výsadeb nebo legálně přístupných zplaňujících porostů.,kurátorovaný botanický zdroj,D,S92,,Ultra-niche dubnová položka propojující jedlou zahradu a zplaňující flóru.,253,False,False,potrava,temer_zapomenute,stredni,2,False,4,5,kombinovana_cast,True,cerstva_potrava,medium,False,False,True,True,False,lokalne_bezny
R254,Campanula rapunculoides,zvonek řepkovitý,"původní, běžná lokálně",mladé listy a výhony,potrava,mladé listy a výhony syrové / vařené,téměř zapomenuté,střední,"světlé lesy, lemy, zahrady, zídky, starší kultivované plochy",IV–V,časné přízemní listy a jemné výhony,Používat mladé listy a výhony syrové po menším množství nebo krátce povařit s jinou zeleninou.,"Velmi málo známá jarní listová jedlost z rodu, který se běžně s jídlem nespojuje.","jemná, lehce zelená",slabý bylinný,neaplikovatelné,Sbírat jen bezpečně určený zvonek a ne z okrasných výsadeb ošetřených postřiky.,,Lokálně běžný nechráněný druh; sbírat střídmě a nevytrhávat celé rostliny.,kurátorovaný botanický zdroj,D,S93,,"Ultra-niche dubnová položka pro uživatele, kteří chtějí překročit běžný seznam jarních zelení.",254,False,False,potrava,temer_zapomenute,stredni,2,False,4,5,kombinovana_cast,True,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R255,Lepidium campestre,řeřicha rolničková,"původní, běžná lokálně","mladé listy, výhony a šešulky",potrava,časná peprná brukvovitá zeleň,téměř zapomenuté,střední,"suché meze, pole, ruderální a stepnější lokality, náspy",IV–V,časné listy a mladé výhony; později i jemné šešulky,Mladé listy a výhony přidávat po menším množství do směsí nebo krátce povařit; chuť bývá výrazně řeřichová.,Další velmi okrajová dubnová brukvovitá položka pro peprnější kuchyni.,"výrazně peprná, řeřichová",brukvovitý,neaplikovatelné,Sbírat jen z čistých lokalit mimo intenzivně ošetřovaná pole a krajnice.,U citlivých osob opatrnost při vyšším množství brukvovitých.,Lokálně běžný nechráněný druh; sbírat střídmě bez poškození celé populace.,kurátorovaný botanický zdroj,D,S94,,Ultra-niche dubnová řeřichová alternativa mimo běžný domácí repertoár.,255,False,False,potrava,temer_zapomenute,stredni,2,False,4,5,kombinovana_cast,True,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R256,Campanula trachelium,zvonek kopřivolistý,"původní, běžná lokálně",mladé listy,potrava,jarní listy do směsí / krátce vařené,téměř zapomenuté,nízká až střední,"světlé lesy, křoviny, stinnější lemy, staré zahrady",IV–V,časné přízemní listy před zhrubnutím,Mladé listy přidávat po menším množství do směsí nebo krátce tepelně upravit s jinou zeleninou.,"Regionálně doložená, ale velmi okrajová jarní listová jedlost ze zvonků.","jemná, zelená",slabý bylinný,neaplikovatelné,Sbírat jen mladé listy a jen při jistém určení; starší listy jsou tužší a méně vhodné.,,Lokálně běžný nechráněný druh; sbírat po jednotlivých listech a nevytrhávat celé rostliny.,kurátorovaný botanický zdroj,D,S95,,"Ultra-niche dubnový doplněk pro hlubší, regionálněji znějící repertoár.",256,False,False,potrava,temer_zapomenute,nizka_az_stredni,2,False,4,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R257,Tussilago farfara,podběl lékařský,"původní, běžný",květní poupata a mladé květy,potrava,časná květní poupata a květy do salátu / krátce tepelně,téměř zapomenuté,střední,"jílovité náspy, okraje cest, výsypky, rumiště, vlhčí svahy a narušené půdy",III–IV,čerstvě vyrašené květní stvoly a polootvřená poupata před plným rozkvětem,"Sbírat jen malé množství mladých květních poupat a čerstvých květů, použít je syrové jako aromatický detail do jarní směsi nebo je krátce tepelně upravit.","Velmi raná, aromatická jarní květní jedlost, která posouvá sběr až do opravdu předjarního období.","lehce anýzová, nahořkle aromatická","jemně lékořicový, květní",neaplikovatelné,Rostlina obsahuje pyrrolizidinové alkaloidy; nejde o každodenní potravinu a sběr z krajnic nebo znečištěných náspů je nevhodný.,"Nevhodné v těhotenství, při kojení a pro malé děti; nepoužívat dlouhodobě ani ve velkém množství.",Sbírat jen malé množství mimo chráněné lokality a mimo dopravně či chemicky zatížená místa.,kurátorovaný botanický zdroj,D,S96,,Březnová květní vlna záměrně přidává i málo využívané předjarní druhy s opatrným rámováním rizik.,257,False,False,potrava,temer_zapomenute,stredni,2,False,3,4,kvetni_cast,False,cerstva_potrava,medium,True,False,False,False,False,bezny
R258,Tussilago farfara,podběl lékařský,"původní, běžný",listy a květy,pití,sušené listy a květy na občasný nálev,téměř zapomenuté,nízká až střední,"jílovité náspy, okraje cest, výsypky, rumiště, vlhčí svahy a narušené půdy",III–V + sušení,časné květy a později mladší listy sbírané jen z čistých míst,Květy a mladší listy šetrně usušit a pak je používat jen střídmě a občas do lehkého bylinného nálevu.,"Historizující jarní čajová surovina s jemně lékořicovým profilem, ale nízkou praktickou prioritou kvůli rizikům.","bylinná, lehce nahořklá, s nádechem lékořice",jemně květní a bylinný,neaplikovatelné,Kvůli pyrrolizidinovým alkaloidům má dávat smysl jen občasné a střídmé použití; ne pro děti a ne dlouhodobě.,"Nevhodné v těhotenství, při kojení, u malých dětí a pro dlouhodobé pravidelné pití.","Sbírat jen v malém, mimo chráněná území a mimo dopravně či chemicky zatížené lokality.",kurátorovaný botanický zdroj,D,S96,,"Zařazeno jako březnový trvanlivější relikt tradičního využití, ale vědomě mimo doporučený výběr.",258,True,False,piti,temer_zapomenute,nizka_az_stredni,2,False,3,5,kombinovana_cast,True,caj_nalev,medium,True,False,False,False,False,bezny
